avgHourlyAirTemp,avgHourlyHumidity,avgHourlyRainfallRate,avgHourlyBarometricPressure
[-16.31:-275.18660546811134;-6.526935202795812;-3.235471542820118;3.226214684628757;3.3548639422196405;262.05793358687885],77.31:275.20002843395434;-465.7829373860264;-1.4935302580667675;3.157456367429613;2.6263869079801827;263.602595934729],0.0:-275.2081668432373;5.8933684670169555;0.7396048495795875;3.240775806970202;1.952645967949917;263.38177175172063],1006.21:275.1166115721877;464.71603642096704;1.2481865863588453;2.437961240643687;1.2479017827953043;261.4433023970475]
[-16.03:-274.8965131104502;-5.16174760874884;-0.5235267993995663;1.371119843733069;0.5567415707150177;262.62392610415054],77.63:274.6117513819805;-463.66296035942366;0.7571098046862326;0.5900112056977678;-0.30442975783890014;265.638517724898],0.0:-274.37542146373096;5.203824985972915;1.6634264955611027;0.030994293544957863;-0.8514292369200477;268.32860492557205],1003.63:274.2621085111847;462.81983629816534;-1.1682368175897102;-0.285569373101072;-0.9951481612568206;268.99700954259754]
[-14.87:-274.23981497742636;-4.57741261699573;-2.61839470574591;-0.13577726847785687;-0.49972605026369804;267.20112561890954],78.33:274.17535630588225;-462.20919556139967;0.772079443231968;-0.29867735996279965;0.008986294637879963;265.88145087761035],0.0:-273.9178946573801;5.285776008379685;2.7878867174003226;-0.5952372170664286;0.11240883885157382;266.3270603098149],1000.9:273.40971145159017;461.7299946258996;-0.43785024407668316;-0.7532652594536913;0.14747940028729853;266.8039300257533]
[-14.74:-272.7466120791479;-5.056173951493662;-2.424761522614328;-0.8169961290343712;0.20401566943288907;266.10052801285735],76.6:272.13728881602697;-461.23550198002715;0.7341300295787856;-0.41857652630558373;-0.2863576874414039;265.6690173481684],0.0:-271.78227999624687;3.684078867665761;2.2012328478215917;0.49408869002979844;0.10083634828545934;265.30204324244426],997.21:271.7547297093801;460.608420269988;-1.5184056856765609;1.0550324266106865;0.4047985879134095;264.9054246917843]
[-13.99:-271.9622126903272;-4.074897869013228;-2.570684967520354;0.08394205071343386;-0.01154092084895278;264.5453943969963],77.94:272.2065606751835;-459.8055388660068;2.219516106019776;-1.1932198581199784;-0.28500006425815644;264.79768200718166],0.0:-272.2946038095945;3.7887334203265652;3.5241553666867733;-0.21590980226381762;-0.5306062998868581;265.7282311247318],995.48:272.131347281121;458.848749157469;-2.286466035500884;1.1896871902923671;-0.7096958834706117;266.3063782900892]
[-12.33:-271.74691256847393;-1.5793251642284076;-4.680214174204245;0.43170557706892443;-0.7090842774816514;265.9538306073194],78.55:271.24921889668383;-457.76718807721414;1.502816647319721;-1.4235057162471532;-0.5673860571506555;265.55604430660844],0.0:-270.73842404766947;2.077195318856525;5.524018955672657;-1.7544231088039381;-0.4255496507847263;265.31718253272896],990.91:270.2437770139904;456.53976210181406;-0.07704932189023683;-0.6296723376206248;-0.2058271871878758;265.0390097308943]
[-11.22:-269.7270114950957;-1.3504896895266256;-5.6805730075954965;0.8884556364303401;0.10207438776083733;264.5475441680266],78.09:269.14674011491604;-455.1059193233686;-1.603754810786413;1.3135793493640828;0.46984702784806165;263.8695076420268],0.0:-268.5332307717761;-0.08549224264510258;5.0498933241979;0.09354879581519804;0.675781273354161;262.79949962105394],986.53:268.0136171762415;453.46791626041085;2.4822966032227094;-0.9213478770655311;1.3053748860848353;262.1821429511056]
[-10.58:-267.7578150455756;-2.888030971490508;-3.949464310228513;-0.243575642808535;1.632691447823003;262.62619452228023],77.76:267.87022555867645;-451.81788913919956;-2.9664391194567727;0.1261111582857111;0.765963824934983;263.78202771675916],0.0:-268.30126460416795;2.614814419609047;1.2722317649775512;0.39502259102549614;-0.4322957642205828;264.4514915927764],985.15:268.85297080829383;450.56398098831414;2.5787794470177268;0.6215148439214035;-1.9109374953527967;264.4436914078056]
[-11.42:-269.28709328704724;-5.1553961642579225;0.954799489878879;0.8488016587471631;-2.3772378509227425;263.59612615360186],80.06:269.45994599039807;-450.17426704516436;-1.3460111405040702;0.7162709586703582;-1.3248248556946258;262.7288860922946],0.0:-269.38537241189954;8.404108650777516;-1.8414876050994835;0.29228622146243466;0.3521738360064328;262.1782913087526],984.21:269.1899388090834;450.89684089042555;0.5290916864294941;-0.44015441848720754;2.0527861773884664;261.9814968551604]
[-13.19:-269.0123403913732;-9.661781712192436;1.8882457299870057;-1.5087581397680272;2.928976855063293;262.1756576582833],77.75:268.9314501281017;-452.5445547791418;-1.5278554820110182;-2.139186513149949;2.25248902559042;262.7776576206106],0.0:-268.96292614108563;10.305213052626442;-2.4205529560682857;-2.5726574871121146;0.5832382789122337;263.06768525272736],986.93:269.0925823008122;454.5311613619548;2.7079754614170244;-0.5021310894980626;-1.900835647854051;263.001247613168]
[-13.37:-269.2875776623814;-10.816284512360568;2.998194185014406;4.057141912467197;-2.855325683206907;262.5338517604672],74.97:269.472087926849;-456.1848896474598;-3.476480356328244;4.112176780320365;-1.6922023471252354;262.7393076437439],0.0:-269.5221092765904;11.702451163828158;-3.4831140704086248;-3.5344770514625328;1.9770816762130194;262.8601675584204],989.79:269.3364538363964;457.15626936534284;4.391815943179388;-5.04281947127905;1.9723051120342971;261.97597521432607]
[-14.02:-268.9543491687423;-12.671425867340872;4.167160652749125;2.028770167074877;-0.8774413916612009;262.28728560792035],72.57:268.60413670738427;-457.6466622242183;-5.416735530645042;5.139679907454938;-0.9132812030933712;262.8028623431175],0.0:-268.594644641737;11.788877585477422;-5.513039242844938;-0.6590709527897483;0.3552528587387969;262.62262439315543],991.13:269.09754279096535;458.29475700226976;6.138662434013167;-4.677538639991356;0.4401925992212879;261.8363838135218]
[-14.28:-269.9860826788612;-13.682503583800496;7.686365961385955;0.0319532017709121;0.3420138454151206;261.32825325408965],72.41:270.87372109115665;-459.7912162449075;-5.840480129075191;4.247073738055713;0.28312497459734687;262.63777657017306],0.0:-271.3463095723972;16.657828453334986;-10.266646892154771;0.24096212447576204;0.030184568629026715;264.6839813181123],997.71:271.2279077136352;462.4693803535191;3.978295122773835;-4.423529755902127;-0.4173567035713102;264.8753032695453]
[-14.65:-270.6873621160406;-15.949957848851824;12.37905219938517;-3.4002641086381638;-1.1062360252747345;264.11476789942014],66.02:270.1079445669509;-466.11496290269355;-0.5750052641230443;1.348886338483661;-1.1994979369883554;262.45263519837033],0.0:-269.8168499250383;17.28593904627334;-13.181033440228;5.42734285153459;-0.7313087916650344;261.01591025912336],1001.54:269.869199419349;470.07290396916574;-3.634188396402207;4.340277073948705;0.5856422765092799;260.3061656574294]
[-13.35:-270.03105542845736;-15.23594955509202;12.306444430486147;-2.965958527737588;1.860175594286514;260.71634348651435],61.82:269.9587670083655;-473.5451090513328;7.523330414853828;-6.572046200286836;2.382978586419505;262.0720792419808],0.0:-269.44423285539983;13.270331141000128;-9.988117062854009;1.3383917458086207;1.1926522418869576;263.63097478955814],1004.66:268.5659036918164;475.89866145818627;-9.14269457396366;6.67442372498037;-1.7596798815496484;264.4233855805302]
[-11.2:-267.6540727404549;-11.108884029464804;4.114399942737975;2.543058426330116;-3.210149636031745;264.11564803688344],56.28:267.09772594056534;-476.85897826070556;6.537848393426849;-1.7445219470356137;-2.3621093278327514;263.6100352015817],0.0:-267.1205904658529;5.642414162831557;2.643645701868522;-5.672548674642782;1.3829667993272392;263.1241124764683],1006.05:267.6695230331254;476.56298136765935;0.10131613990782706;-4.250862736061422;3.11276104992592;262.8542811454429]
[-10.44:-268.4729353044212;-6.129168853463142;-0.4104999822754003;-1.9701439030658592;3.5458057054998253;262.99694233772567],57.93:269.20819099236894;-475.5027124952269;-1.52130797038728;-0.5704041037547463;2.9490281409295656;263.36720543607044],0.0:-269.66105169700154;6.041051611954032;-2.4102547862225445;0.6607193169437859;1.5303498302973675;263.8391857240289],1008.63:269.79502598084844;474.3829074852266;-2.1552948471937348;2.822670648280238;-0.5612640794973309;264.3459548123358]
[-9.83:-269.7191196997777;-4.837277715403729;-0.014064518612402321;3.0506845006832366;-3.1308068786154997;264.8205843117261],58.34:269.59077088860386;-473.9007488103797;0.7179517317853141;0.21035295238841167;-3.4185166095087154;265.1401898471109],0.0:-269.50857088382816;7.775580922955129;-0.6397897977843103;-0.9805088169018913;-1.8109755867733386;265.1642641623326],1008.9:269.45015619372595;474.48527589115054;1.1076093100472053;-1.5860245092919265;0.8073998594756504;264.6355832548925]
[-9.46:-269.29178955516466;-7.304381179225231;2.2540261317394705;-1.6458965233188991;2.817420178812948;263.71062094715643],56.2:268.9023942152818;-476.09632088091575;-1.208056602186073;-1.2204149527448975;3.090711408594287;262.7316868119706],0.0:-268.25495939533494;8.306259987940763;-3.893330944533478;-0.33780044340211135;1.8155395730395827;262.3642912222902],1008.75:267.4780416002609;478.20907678392797;-0.0581350075107836;0.6287441910223;-0.45901687201351105;262.95128930431315]
[-9.02:-266.80330573630226;-8.934542524446414;4.618455953783362;0.4126779499897475;-2.6357744165198005;264.32248877349537],50.96:266.4390981683064;-480.0422330014934;1.9390049612787637;-0.549169702536259;-1.6434140351046673;264.8167136095492],0.0:-266.4607913760399;5.030496575672146;-4.040056224703128;0.6996868325306205;0.6186493018652626;264.15201489067493],1010.27:266.7965014083816;480.9441643061427;-2.9021254983290277;0.7150173099429731;2.097129543819416;262.6193129300424]
[-8.74:-267.303787408609;-6.218034485357066;0.49266025180791284;0.21532675691712339;1.786756868407243;262.2870780168338],51.89:267.8592563294633;-480.73013879200755;2.4744671461932133;-1.1113541397039337;1.30155063421173;262.09621882184325],0.0:-268.39284404484204;4.593776518259119;1.8316625732334928;-1.0735842406367295;0.8948212457353378;262.1461679482508],1012.27:268.8697903622625;479.76677250410717;1.3486302662677263;-0.8027621378687626;0.6722024398998083;262.4153665653315]
[-9.28:-269.26810100943294;-3.94243792048195;0.7628353383503297;-0.04069713072007508;0.3417325691986173;262.86666815308604],54.76:269.57733954034103;-478.7474339457039;0.10973793988713776;0.4265341719518968;-0.04196242025443142;263.4357847137783],0.0:-269.80251431822893;5.768225005852116;-0.5239162922555292;0.9240339373057772;-0.37729199277147585;264.01146366009806],1013.19:269.95220370338916;478.3006385347751;-0.39115334530319223;1.4085243179017826;-0.572468889708144;264.49225567894536]
[-10.77:-270.02002125113023;-5.880179955943987;0.36098698548313923;0.6295546783158356;-0.7155062186061446;264.85516576188144],54.53:269.9883225579924;-478.6795642217509;-1.4653498441223125;0.4453055196262711;-0.8457556577814985;265.0870416460361],0.0:-269.86497418910466;7.4227278077103165;-1.4033917216164635;-0.4105432850939247;-0.9323776723975565;265.18855906050226],1014.78:269.72299830956047;479.7133222490037;2.548506708527654;-1.420688249648324;-0.9126061753896648;265.12846715794615]
[-11.79:-269.6919380431571;-9.16773259605452;2.943880457059935;-0.17356260820756853;-0.8078928162268956;265.10724560658616],52.65:269.88234058644883;-481.00935041384696;-1.790746841842979;1.3648156524701007;-0.5915833981048599;264.7945244148759],0.0:-270.29278214500334;9.124613024313362;-4.0158600623583425;1.0335073810594475;-0.4024543592049071;264.5529761611938],1017.21:270.78378524241214;482.22708526234004;0.1419095584237573;-0.21478470650731563;-0.1709812026145766;264.442985845946]
[-12.3:-271.15611084359864;-8.61572614060708;4.136169745724972;-1.2691609758354998;0.030184122348942577;264.5746440919673],53.6:271.2795952589985;-483.2218371714751;1.4844785112983323;-0.8398888672538904;0.15681923411794346;264.74083303431416],0.0:-271.1727588712316;8.695962506879482;-3.4446824108973386;0.9508646864253718;0.27343098657086473;264.69718310225323],1018.29:270.97570537691865;483.98942646285707;-2.741599277551182;1.2167492760703036;0.3276883076042114;264.52202985410094]
[-12.47:-270.8454676678472;-7.5095660338112395;0.4466735335095037;0.7560877219032965;0.25108876169738703;264.4311836845482],52.83:270.8587541476528;-484.51033282192543;2.2031189353085834;-0.3856962910691163;0.1877490426946895;264.47640698733846],0.0:-270.9928102960779;5.610690249630096;1.6932063679164102;-1.2053163574073777;0.0919853034456189;264.80224473249314],1020.08:271.18633338440895;484.65981694746944;-0.12778325079225716;-0.8790360832839974;0.02072655768930609;265.2199424445086]
[-12.82:-271.41471626018216;-5.8302473283757195;-1.3508157964957777;0.26779416721277993;-0.03780702917219318;265.5457922470131],53.9:271.7073642143299;-484.27310909763366;-0.444805374548114;1.211003445789712;-0.09971200214021926;265.7992588142024],0.0:-272.09792751033046;4.509576218155445;1.242495637350608;0.3934527211661094;-0.1376967162909363;266.09009964994925],1021.36:272.56660120517245;483.3095119037241;-0.10368712161394755;-0.7100133645849427;-0.05524658386223824;266.3528339611646]
[-13.03:-273.03507647970275;-3.896240965778304;-1.636100969450208;-1.1883127480560436;0.13924301507669465;266.5864881479106],57.81:273.41494331248686;-481.97100213972783;0.19160239216409958;-0.7548399898211047;0.2092765251864601;266.72001989971153],0.0:-273.6612744921757;4.792614177091906;2.109795691654809;-0.15806906444204033;0.13014496835495096;266.7867887195161],1021.83:273.7899888864449;480.66574552300597;0.3329706361111131;0.30170260282769057;-0.02720761870305749;266.76679997031346]
[-13.07:-273.8555746900996;-4.363270358636555;-2.319124775493423;1.0197479710689716;-0.24529040735727095;266.69351226051793],59.89:273.91092546709376;-479.82605067757027;-1.487767030647584;1.0737432094778345;-0.38123517237618165;266.6003842040225],0.0:-273.97323304049075;6.330210705872759;0.8815256737361085;0.5718887322150581;-0.34312917892259953;266.53273710758936],1021.99:274.0123326003674;479.6950163109576;2.188244047817527;-0.3035523044133844;-0.15116374683389694;266.54912309210465]
[-12.71:-273.96791553796413;-6.345730670430129;1.6350106566930727;-0.8521102988516394;0.04157620061927514;266.7791696499336],59.87:273.789851913087;-480.2134277242392;-0.363846412760094;-0.8750986721844276;0.3861962398616361;267.1463246562351],0.0:-273.48336834377176;7.417596433606349;-1.7099599715185838;-0.2296612344959556;0.4313571328597361;267.5740359833202],1022.0:273.1314290947132;481.0699170378898;-0.8264648604364567;0.49081314852892316;0.2873368922534487;267.84696868705106]
[-12.27:-272.8688047234913;-8.209962521599039;1.1141118733266036;0.33320001408068844;-0.19806500643040467;267.55952036411344],57.99:272.80832170918876;-481.88024123675496;0.9367928539181829;-0.20172439354570465;-0.4001151235838186;266.72696619077755],0.0:-272.9620628262014;7.445584310354093;-0.46928074317738055;-0.005716155221756905;-0.036398841683059346;266.02787425592953],1022.41:273.2190352456655;482.3946725063822;-0.1113367156244896;0.07345466425705069;0.4520424083950247;266.38213189092465]
[-12.35:-273.40531986086773;-7.157575900776436;0.31097137402887226;-0.04322872634293341;0.32110899161415696;267.62404412234406],57.92:273.3893333813887;-482.6214552418736;-0.43275344160246193;-0.31791088041064414;-0.6558146727470348;268.55860085524506],0.0:-273.1626499479812;7.18812296566017;-0.9539942461978334;0.08473884445713623;-0.7463995120897128;267.5901818961515],1022.75:272.84819588297887;482.79476469327193;-0.9912447653643565;1.0488226563573184;0.12290601783362087;266.9265555149226]
[-11.59:-272.6332227241826;-7.485744123103046;-1.0035331666766232;0.6357673932845044;1.2131155993530451;267.6836170213248],57.36:272.6620063227652;-483.1916992614351;-0.1397168524200203;-1.1458105223719501;0.9706694588788058;268.20455085458303],0.0:-272.9446011676263;6.5357026143082635;1.055434262048462;-2.3394217970378817;-0.4483207485248245;268.1412068368323],1023.47:273.33773982936555;483.8903299693785;2.3714836709509544;-1.742306127242552;-1.9912666949712272;267.6040193525188]
